:START_ID,:END_ID,:TYPE
34,22077,acted_in
34,20019,acted_in
34,23120,acted_in
34,22547,acted_in
34,21507,acted_in
34,21152,acted_in
34,20856,acted_in
34,23139,acted_in
34,22757,acted_in
34,21442,acted_in
35,20351,acted_in
35,23160,acted_in
35,20320,acted_in
35,22936,acted_in
35,21758,acted_in
35,21590,acted_in
35,22769,acted_in
35,22663,acted_in
35,20383,acted_in
35,20890,acted_in
35,23168,acted_in
35,21898,acted_in
35,22032,acted_in
35,22063,acted_in
35,21339,acted_in
35,21495,acted_in
35,20702,acted_in
35,20668,acted_in
35,22174,acted_in
35,21842,acted_in
35,21483,acted_in
35,23034,acted_in
35,22340,acted_in
35,22804,acted_in
35,21116,acted_in
35,21915,acted_in
35,21771,acted_in
35,22357,acted_in
35,22784,acted_in
35,21492,acted_in
35,22963,acted_in
35,20860,acted_in
35,22233,acted_in
35,20726,acted_in
35,22099,acted_in
35,22204,acted_in
35,21892,acted_in
35,20584,acted_in
35,20825,acted_in
35,22537,acted_in
35,22227,acted_in
35,21743,acted_in
35,20909,acted_in
35,22833,acted_in
35,21203,acted_in
35,21998,acted_in
35,22803,acted_in
35,21689,acted_in
35,20363,acted_in
35,20943,acted_in
36,21462,acted_in
36,20054,acted_in
36,23032,acted_in
36,21921,acted_in
36,20096,acted_in
36,20233,acted_in
36,20022,acted_in
36,21922,acted_in
36,21031,acted_in
36,21314,acted_in
36,20589,acted_in
36,21052,acted_in
36,22052,acted_in
36,20211,acted_in
36,20677,acted_in
36,22018,acted_in
36,23114,acted_in
37,20953,acted_in
37,22604,acted_in
37,23184,acted_in
37,20434,acted_in
37,21990,acted_in
37,21098,acted_in
37,20511,acted_in
37,22574,acted_in
37,22297,acted_in
37,21310,acted_in
37,20794,acted_in
37,22230,acted_in
37,23086,acted_in
37,21338,acted_in
37,21195,acted_in
37,22714,acted_in
37,21669,acted_in
37,20251,acted_in
37,20793,acted_in
37,21017,acted_in
37,20840,acted_in
37,22265,acted_in
37,22773,acted_in
37,21608,acted_in
37,21297,acted_in
37,20485,acted_in
37,23012,acted_in
37,20838,acted_in
37,22728,acted_in
37,22115,acted_in
37,20384,acted_in
37,21612,acted_in
38,22310,acted_in
38,20067,acted_in
38,20467,acted_in
38,20427,acted_in
38,21346,acted_in
38,22746,acted_in
38,23021,acted_in
38,22839,acted_in
38,23125,acted_in
38,22035,acted_in
38,22720,acted_in
38,20941,acted_in
38,22905,acted_in
39,23096,acted_in
39,22480,acted_in
39,21206,acted_in
39,22887,acted_in
39,22736,acted_in
39,22884,acted_in
39,21021,acted_in
39,20513,acted_in
39,20430,acted_in
39,21435,acted_in
39,23142,acted_in
39,20587,acted_in
39,22888,acted_in
39,22819,acted_in
39,22786,acted_in
39,22903,acted_in
39,22433,acted_in
39,21160,acted_in
39,21323,acted_in
39,20066,acted_in
40,20554,acted_in
40,21676,acted_in
40,20028,acted_in
40,22096,acted_in
40,21245,acted_in
40,21571,acted_in
40,20037,acted_in
40,20885,acted_in
40,20152,acted_in
40,20112,acted_in
41,23035,acted_in
41,23129,acted_in
41,22452,acted_in
41,22454,acted_in
41,20092,acted_in
41,22782,acted_in
41,21626,acted_in
41,20354,acted_in
41,23018,acted_in
41,22538,acted_in
41,22562,acted_in
41,22800,acted_in
41,20939,acted_in
41,22116,acted_in
41,20846,acted_in
41,21230,acted_in
41,23068,acted_in
41,20603,acted_in
41,21568,acted_in
41,22000,acted_in
41,21357,acted_in
41,22532,acted_in
41,22820,acted_in
41,21663,acted_in
41,20447,acted_in
41,20829,acted_in
41,21697,acted_in
41,22451,acted_in
41,22635,acted_in
42,22811,acted_in
42,20271,acted_in
42,20535,acted_in
42,20400,acted_in
42,22598,acted_in
42,20382,acted_in
42,20833,acted_in
42,20425,acted_in
42,21672,acted_in
42,21821,acted_in
42,20343,acted_in
42,20250,acted_in
42,21613,acted_in
42,22339,acted_in
42,21911,acted_in
42,22870,acted_in
42,22593,acted_in
42,21499,acted_in
42,23157,acted_in
42,20575,acted_in
42,22328,acted_in
42,21121,acted_in
42,21420,acted_in
42,22645,acted_in
42,20299,acted_in
42,22869,acted_in
42,23005,acted_in
42,22880,acted_in
42,22615,acted_in
42,22731,acted_in
42,22688,acted_in
42,21861,acted_in
42,21938,acted_in
42,20120,acted_in
42,22729,acted_in
43,21514,acted_in
43,22723,acted_in
43,20141,acted_in
43,22632,acted_in
43,20163,acted_in
43,22462,acted_in
43,21546,acted_in
43,22150,acted_in
43,22242,acted_in
43,20932,acted_in
43,21041,acted_in
44,20953,acted_in
44,22042,acted_in
44,21905,acted_in
44,20221,acted_in
44,21851,acted_in
44,23082,acted_in
44,20934,acted_in
44,21395,acted_in
44,21180,acted_in
44,22866,acted_in
44,23079,acted_in
44,21894,acted_in
44,22445,acted_in
44,20025,acted_in
44,22953,acted_in
44,22812,acted_in
44,22686,acted_in
44,20738,acted_in
44,20511,acted_in
44,20791,acted_in
44,21785,acted_in
44,21791,acted_in
44,22495,acted_in
44,21502,acted_in
